de,0,AACHEN,0
de,1,AACHENER,0
de,2,AAL,0
de,3,AALEN,0
de,4,AALGLATT,0
de,5,AARGAU,0
de,6,AAS,0
de,7,AASGEIER,0
de,8,ABAKUS,0
de,9,ABARBEITEN,0
de,10,ABARBEITUNGS,0
de,11,ABART,0
de,12,ABARTIG,0
de,13,ABBAND,0
de,14,ABBAT,0
de,15,ABBAU,0
de,16,ABBAUBARKEIT,0
de,17,ABBAUEN,0
de,18,ABBAUWERKZEUG,0
de,19,ABBEIßEN,0
de,20,ABBEKOMMEN,0
de,21,ABBERUFEN,0
de,22,ABBESTELLEN,0
de,23,ABBETTELN,0
de,24,ABBEZAHLEN,0
de,25,ABBIEGEN,0
de,26,ABBIEGER,0
de,27,ABBILD,0
de,28,ABBILDEN,0
de,29,ABBILDUNGS,0
de,30,ABBINDE,0
de,31,ABBINDEN,0
de,32,ABBITTE,0
de,33,ABBITTEN,0
de,34,ABBLAS,0
de,35,ABBLASEN,0
de,36,ABBLEND,0
de,37,ABBLENDEN,0
de,38,ABBLITZEN,0
de,39,ABBLOCKEN,0
de,40,ABBLÄTTERN,0
de,41,ABBOG,0
de,42,ABBRACH,0
de,43,ABBRACHTE,0
de,44,ABBRAND,0
de,45,ABBRANNTE,0
de,46,ABBRAUSEN,0
de,47,ABBRECHEN,0
de,48,ABBRECHER,0
de,49,ABBREMS,0
de,50,ABBREMSEN,0
de,51,ABBRENN,0
de,52,ABBRENNEN,0
de,53,ABBRICHT,0
de,54,ABBRINGEN,0
de,55,ABBRUCH,0
de,56,ABBRUCHREIF,0
de,57,ABBRÄNDE,0
de,58,ABBRÖCKELN,0
de,59,ABBRÜCHE,0
de,60,ABBUCHEN,0
de,61,ABBUCHUNGS,0
de,62,ABBÜGELN,0
de,63,ABBÜRSTEN,0
de,64,ABC,0
de,65,ABDAMPF,0
de,66,ABDAMPFEN,0
de,67,ABDANKEN,0
de,68,ABDECK,0
de,69,ABDECKEN,0
de,70,ABDECKER,0
de,71,ABDECKEREI,0
de,72,ABDICHT,0
de,73,ABDICHTEN,0
de,74,ABDICHTUNGS,0
de,75,ABDIENEN,0
de,76,ABDOMINAL,0
de,77,ABDREH,0
de,78,ABDREHEN,0
de,79,ABDRIFT,0
de,80,ABDRIFTEN,0
de,81,ABDROSSELN,0
de,82,ABDRUCK,0
de,83,ABDRUCKEN,0
de,84,ABDRÜCKE,0
de,85,ABDUKTIONS,0
de,86,ABDUKTOR,0
de,87,ABDUKTOREN,0
de,88,ABDUNKELN,0
de,89,ABDUNKELUNGS,0
de,90,ABDUSCHEN,0
de,91,ABDUZENS,0
de,92,ABDÜSEN,0
de,93,ABEBBEN,0
de,94,ABELSCH,0
de,95,ABEND,0
de,96,ABENDFÜLLEND,0
de,97,ABENDLICH,0
de,98,ABENDLÄNDISCH,0
de,99,ABENDMAHL,0
de,100,ABENDMAHLS,0
de,101,ABENDMAL,0
de,102,ABENDROT,0
de,103,ABENDRÖTE,0
de,104,ABENDS,0
de,105,ABENTEUER,0
de,106,ABENTEUERLICH,0
de,107,ABENTEUERREICH,0
de,108,ABENTEURER,0
de,109,ABERGLAUBE,0
de,110,ABERGLAUBEN,0
de,111,ABERGLÄUBISCH,0
de,112,ABERHUNDERT,0
de,113,ABERKANNT,0
de,114,ABERKENNEN,0
de,115,ABERMALIG,0
de,116,ABERMALS,0
de,117,ABERNTEN,0
de,118,ABERTAUSEND,0
de,119,ABERWITZ,0
de,120,ABERWITZIG,0
de,121,ABESSEN,0
de,122,ABESSINIEN,0
de,123,ABESSINIENKRIEG,0
de,124,ABESSINISCH,0
de,125,ABETER,0
de,126,ABFACKELN,0
de,127,ABFAHREN,0
de,128,ABFAHRT,0
de,129,ABFAHRTS,0
de,130,ABFALL,0
de,131,ABFALLEN,0
de,132,ABFANG,0
de,133,ABFANGEN,0
de,134,ABFASSEN,0
de,135,ABFAULEN,0
de,136,ABFEDERN,0
de,137,ABFEILEN,0
de,138,ABFERTIGEN,0
de,139,ABFERTIGUNGS,0
de,140,ABFEUERN,0
de,141,ABFINDEN,0
de,142,ABFINDUNGS,0
de,143,ABFING,0
de,144,ABFISCHEN,0
de,145,ABFLACHEN,0
de,146,ABFLAUEN,0
de,147,ABFLIEGEN,0
de,148,ABFLIEßEN,0
de,149,ABFLOG,0
de,150,ABFLOSS,0
de,151,ABFLUG,0
de,152,ABFLUSS,0
de,153,ABFOLGE,0
de,154,ABFORDERN,0
de,155,ABFORSTEN,0
de,156,ABFOTOGRAFIEREN,0
de,157,ABFRAGE,0
de,158,ABFRAGEN,0
de,159,ABFRAß,0
de,160,ABFRESSEN,0
de,161,ABFRISST,0
de,162,ABFRÄSEN,0
de,163,ABFUHR,0
de,164,ABFÄHRT,0
de,165,ABFÄLLIG,0
de,166,ABFÄLLT,0
de,167,ABFÄNGT,0
de,168,ABFÄRBEN,0
de,169,ABFÖRDERMENGE,0
de,170,ABFÜHR,0
de,171,ABFÜHREN,0
de,172,ABFÜLL,0
de,173,ABFÜLLEN,0
de,174,ABFÜTTERN,0
de,175,ABGAB,0
de,176,ABGABE,0
de,177,ABGABEN,0
de,178,ABGABEORDNUNG,0
de,179,ABGANG,0
de,180,ABGANGS,0
de,181,ABGAS,0
de,182,ABGEARBEITET,0
de,183,ABGEBAUT,0
de,184,ABGEBEN,0
de,185,ABGEBETTELT,0
de,186,ABGEBILDET,0
de,187,ABGEBISSEN,0
de,188,ABGEBLASEN,0
de,189,ABGEBLENDET,0
de,190,ABGEBLITZT,0
de,191,ABGEBLOCKT,0
de,192,ABGEBLÄTTERT,0
de,193,ABGEBOGEN,0
de,194,ABGEBRACHT,0
de,195,ABGEBRANNT,0
de,196,ABGEBRAUST,0
de,197,ABGEBREMST,0
de,198,ABGEBROCHEN,0
de,199,ABGEBRÖCKELT,0
de,200,ABGEBRÜHT,0
de,201,ABGEBRÜHTHEIT,0
de,202,ABGEBUCHT,0
de,203,ABGEBUNDEN,0
de,204,ABGEBÜGELT,0
de,205,ABGEBÜRSTET,0
de,206,ABGEDANKT,0
de,207,ABGEDECKT,0
de,208,ABGEDICHTET,0
de,209,ABGEDIENT,0
de,210,ABGEDREHT,0
de,211,ABGEDRIFTET,0
de,212,ABGEDROSCHEN,0
de,213,ABGEDROSSELT,0
de,214,ABGEDRUCKT,0
de,215,ABGEDRÄNGT,0
de,216,ABGEDRÜCKT,0
de,217,ABGEDUNKELT,0
de,218,ABGEDUSCHT,0
de,219,ABGEERNTET,0
de,220,ABGEFAHREN,0
de,221,ABGEFALLEN,0
de,222,ABGEFANGEN,0
de,223,ABGEFASST,0
de,224,ABGEFAULT,0
de,225,ABGEFEILT,0
de,226,ABGEFEIMT,0
de,227,ABGEFERTIGT,0
de,228,ABGEFEUERT,0
de,229,ABGEFLACHT,0
de,230,ABGEFLAUT,0
de,231,ABGEFLOGEN,0
de,232,ABGEFLOSSEN,0
